,cab,chp,cm,cw,fcov,fmc,lai,landcover,Band0,Band1,Band2,Band3,Band4,Band5,Band6
11,83.08,1.88999999,0.0192,0.004,1.0,20.833333333333336,1.05526548,forest,0.04812650732309443,0.2849683221825898,0.02959092562997939,0.053691613649616124,0.3255699014709306,0.2667717255875932,0.13184991168432245
12,83.08,1.88999999,0.0192,0.004,0.4,20.833333333333336,0.89257421,forest,0.09565582726245173,0.2651319637436918,0.048271618187004095,0.08195134814737746,0.3381645887800622,0.325465453204972,0.2260667516046141
13,83.08,1.88999999,0.0192,0.004,0.6,20.833333333333336,0.89257421,forest,0.0797816757244658,0.268026577181274,0.041842587365639866,0.07215814263920325,0.33169718867601056,0.3054636667598683,0.19499373472680212
14,83.08,1.88999999,0.0192,0.004,0.8,20.833333333333336,0.89257421,forest,0.06572578827830368,0.2729870705706178,0.036289477618571535,0.06378032125052567,0.32787067244556306,0.2888553131733253,0.16759201007551752
15,83.08,1.88999999,0.0192,0.004,1.0,20.833333333333336,0.89257421,forest,0.055015796840541316,0.2817486829830003,0.032348144927332324,0.05800766123719579,0.328902734384319,0.2784908731381634,0.1469448137854934
16,83.08,1.88999999,0.0192,0.004,0.4,20.833333333333336,0.74212736,forest,0.09942177361310756,0.26482201168789166,0.049833571292533116,0.08440785373481291,0.34077876979181776,0.331848218416669,0.23411902529949744
17,83.08,1.88999999,0.0192,0.004,0.6,20.833333333333336,0.74212736,forest,0.08517790354373221,0.26722115838758154,0.04406418056391217,0.07564331789284649,0.33516415951881984,0.3144715810131109,0.2065285712935472
18,83.08,1.88999999,0.0192,0.004,0.8,20.833333333333336,0.74212736,forest,0.07251220211874868,0.27136231435748603,0.039055505415917194,0.0681052178126228,0.3317584041998398,0.29995036027774385,0.18209270280080464
19,83.08,1.88999999,0.0192,0.004,1.0,20.833333333333336,0.74212736,forest,0.0627505681794744,0.2787092747120792,0.03544560297346054,0.0628238460524164,0.3324166944386563,0.290682890199935,0.16346148127019575
20,83.08,1.88999999,0.0192,0.004,0.4,20.833333333333336,0.60221019,forest,0.10355034654980565,0.2645481206399593,0.05154340622067971,0.08707674329581318,0.34339312556727825,0.33833310341307365,0.24273173975225978
21,83.08,1.88999999,0.0192,0.004,0.6,20.833333333333336,0.60221019,forest,0.09111312497469666,0.2664829136435708,0.046504768701023526,0.07944442082457462,0.3386546941983589,0.32365428735133545,0.21890426994746698
22,83.08,1.88999999,0.0192,0.004,0.8,20.833333333333336,0.60221019,forest,0.08000949427397006,0.2698494632825834,0.04210928441756434,0.07284699743524457,0.33571553769781565,0.31131439231850994,0.19771536308182247
23,83.08,1.88999999,0.0192,0.004,1.0,20.833333333333336,0.60221019,forest,0.07135974799587302,0.27585009670426835,0.038896818926497156,0.06815281087263658,0.33608730113102525,0.3032773582094041,0.18138136947173825
24,83.08,1.88999999,0.0192,0.004,0.4,20.833333333333336,1.42669978,forest,0.06303511073056199,0.21053463346203943,0.03321500131969246,0.05706108610600891,0.25427226343321996,0.23214386102014645,0.15086150159832193
25,83.08,1.88999999,0.0192,0.004,0.6,20.833333333333336,1.42669978,forest,0.04984128131729984,0.22462517182562278,0.02836878854749807,0.04995611918124096,0.2580249939626649,0.21989620522803976,0.12514782036358685
26,83.08,1.88999999,0.0192,0.004,0.8,20.833333333333336,1.42669978,forest,0.03842901183808172,0.2410274606755586,0.024380210993277387,0.044246824419784656,0.26484666339851587,0.21140831311076747,0.10315320256358389
27,83.08,1.88999999,0.0192,0.004,1.0,20.833333333333336,1.42669978,forest,0.030295656044766518,0.26168360697573695,0.02196801069762513,0.04110542195979288,0.2773149378532944,0.20983836129082023,0.0880009831638066
28,83.08,1.88999999,0.0192,0.004,0.4,20.833333333333336,1.23237228,forest,0.06488977939610797,0.20812128314384915,0.03393595582148808,0.0581820060176457,0.25403894635441093,0.23499634664325764,0.15498784054553744
29,83.08,1.88999999,0.0192,0.004,0.6,20.833333333333336,1.23237228,forest,0.05245511387880684,0.2207293189241547,0.029370234376343132,0.05150422847439653,0.2572964451456788,0.2237296938429563,0.13095723004893933
30,83.08,1.88999999,0.0192,0.004,0.8,20.833333333333336,1.23237228,forest,0.041642948954533784,0.2353869203137345,0.02558476127750807,0.04609457920631945,0.2632627266685861,0.21579941126426394,0.11028439102994363
31,83.08,1.88999999,0.0192,0.004,1.0,20.833333333333336,1.23237228,forest,0.03381612398448708,0.2538163676331029,0.0232361856646739,0.04301881999763935,0.27421292586000157,0.21400849208509812,0.09579000989073201
32,83.08,1.88999999,0.0192,0.004,0.4,20.833333333333336,1.05526548,forest,0.06696315480968268,0.20571439464294222,0.034738057032084164,0.059418215685478594,0.25382510746253034,0.23794421930717097,0.1594915344220864
33,83.08,1.88999999,0.0192,0.004,0.6,20.833333333333336,1.05526548,forest,0.05539333800593047,0.21685322200761778,0.030490447275803394,0.05322151486798559,0.25661255933736554,0.22771828618722217,0.1373303751059737
34,83.08,1.88999999,0.0192,0.004,0.8,20.833333333333336,1.05526548,forest,0.045282660165151575,0.2297890797196084,0.02694551568552728,0.04816383115663479,0.26176407509158883,0.22041793260062087,0.11816327422792691
35,83.08,1.88999999,0.0192,0.004,1.0,20.833333333333336,1.05526548,forest,0.037856749179276734,0.24603251647074464,0.024692506960492844,0.04520109719573532,0.2712657308481178,0.21850053191958516,0.10450527774460057
36,83.08,1.88999999,0.0192,0.004,0.4,20.833333333333336,0.89257421,forest,0.06926400492124007,0.2033255452933284,0.03562365732099843,0.060771860040826436,0.253636420573652,0.24097833772661195,0.16437179459715587
37,83.08,1.88999999,0.0192,0.004,0.6,20.833333333333336,0.89257421,forest,0.05866850231959699,0.21301328601895186,0.03173458761786542,0.05511327791234781,0.2559817036892759,0.23184926680389567,0.14426532919209287
38,83.08,1.88999999,0.0192,0.004,0.8,20.833333333333336,0.89257421,forest,0.04936527088058251,0.22425499762808984,0.028467488425948685,0.05046090695514943,0.260360230127134,0.2252463183725207,0.12678781296169905
39,83.08,1.88999999,0.0192,0.004,1.0,20.833333333333336,0.89257421,forest,0.04243920787973763,0.23835570313665996,0.026345320579792955,0.04766092034474526,0.26848013023538153,0.22329190020953943,0.1141471485515347
40,83.08,1.88999999,0.0192,0.004,0.4,20.833333333333336,0.74212736,forest,0.07179929691253298,0.20096398415685887,0.03659575915597127,0.0622461440418429,0.2534778716717606,0.24409025345178037,0.1696238716711398
41,83.08,1.88999999,0.0192,0.004,0.6,20.833333333333336,0.74212736,forest,0.062292227400564344,0.20922268674283737,0.033106492880204084,0.05718308037551179,0.2554094993739036,0.2361094148657387,0.1517577687353571
42,83.08,1.88999999,0.0192,0.004,0.8,20.833333333333336,0.74212736,forest,0.053906598344237194,0.2187998218345457,0.030157530000337246,0.05299229127811785,0.2590568170363256,0.2302673444505878,0.13615371839199353
43,83.08,1.88999999,0.0192,0.004,1.0,20.833333333333336,0.74212736,forest,0.04758478442293587,0.23080246438462662,0.02820266588148066,0.050406376604030655,0.2658615360259148,0.2283607461586201,0.12471204595263892
44,83.08,1.88999999,0.0192,0.004,0.4,20.833333333333336,0.60221019,forest,0.07457688780825271,0.19863625603231763,0.03765689094690343,0.06384334549165113,0.2533520632426624,0.24727091872304585,0.17524416111816762
45,83.08,1.88999999,0.0192,0.004,0.6,20.833333333333336,0.60221019,forest,0.06627563107360311,0.2054909856525514,0.034610450717395734,0.059435585110426056,0.25489916459883055,0.24048503167902852,0.1598015008799625
46,83.08,1.88999999,0.0192,0.004,0.8,20.833333333333336,0.60221019,forest,0.05892196506108724,0.21343549032079273,0.03202096837532305,0.055763530193371956,0.25785672641450513,0.23546212816647583,0.14625394210538673
47,83.08,1.88999999,0.0192,0.004,1.0,20.833333333333336,0.60221019,forest,0.0533128359372528,0.22338535987463976,0.030271669486566167,0.05344533319124445,0.26341032045784163,0.23368400240412354,0.136192756485541
48,81.9,1.88999999,0.0199,0.0054,0.4,27.1356783919598,1.42669978,forest,0.08646093426763389,0.26506643026839777,0.044435313097817924,0.07594436170187328,0.32789233503994225,0.3027687114205597,0.2029334823207987
49,81.9,1.88999999,0.0199,0.0054,0.6,27.1356783919598,1.42669978,forest,0.06671585905401357,0.26906833452952844,0.03643644985809837,0.06372302714096285,0.317877467048483,0.2733803354556796,0.16197246733682802
50,81.9,1.88999999,0.0199,0.0054,0.8,27.1356783919598,1.42669978,forest,0.049478910958426416,0.2762195464434212,0.02964475365161468,0.053465373224851745,0.31201248359716743,0.24924888408378648,0.12627721394154673
51,81.9,1.88999999,0.0199,0.0054,1.0,27.1356783919598,1.42669978,forest,0.03685717225137557,0.28916442105455364,0.02507370320269186,0.046819786090102955,0.31378202895225416,0.23478934294290618,0.10027054085388373
52,81.9,1.88999999,0.0199,0.0054,0.4,27.1356783919598,1.23237228,forest,0.08920548697383235,0.26479865072006087,0.04558199331845888,0.07778278734710625,0.3307080436813431,0.30896082438534517,0.20932097715477127
53,81.9,1.88999999,0.0199,0.0054,0.6,27.1356783919598,1.23237228,forest,0.07059614077021682,0.2682766882486884,0.038043598643788167,0.06629272629562333,0.3215616059940225,0.2820287989642577,0.17101629839858284
54,81.9,1.88999999,0.0199,0.0054,0.8,27.1356783919598,1.23237228,forest,0.054270448985140315,0.27453237361296867,0.031604094007922294,0.05658639693773651,0.3160528271997384,0.25974648864830147,0.13746654117879045
55,81.9,1.88999999,0.0199,0.0054,1.0,27.1356783919598,1.23237228,forest,0.04214622576001909,0.28589934026474867,0.027187122421426825,0.05016255792093889,0.31723645267068135,0.24601846323388732,0.11266553432740443
56,81.9,1.88999999,0.0199,0.0054,0.4,27.1356783919598,1.05526548,forest,0.09227782014614372,0.26455134862107144,0.04686208990397891,0.07981931249071457,0.3335463893471741,0.3153794985445513,0.2163216874400354
57,81.9,1.88999999,0.0199,0.0054,0.6,27.1356783919598,1.05526548,forest,0.07496211081602873,0.26753186894461556,0.03984714423007518,0.06915428223776186,0.32530728006187565,0.2910375226985532,0.18097482878240845
58,81.9,1.88999999,0.0199,0.0054,0.8,27.1356783919598,1.05526548,forest,0.059699944703911594,0.27293548610666185,0.033821058050616276,0.060091137167232224,0.32021929879952254,0.27075638395522805,0.14986817989531456
59,81.9,1.88999999,0.0199,0.0054,1.0,27.1356783919598,1.05526548,forest,0.04821571519777615,0.2827976236437771,0.029614373214483836,0.053973587848909044,0.32092881400622986,0.25794687680615264,0.12656267334058355
60,81.9,1.88999999,0.0199,0.0054,0.4,27.1356783919598,0.89257421,forest,0.09568991110787597,0.2643308293395432,0.048280204653082665,0.08205784905358318,0.3364009314667515,0.32199491243173417,0.2239325900670705
61,81.9,1.88999999,0.0199,0.0054,0.6,27.1356783919598,0.89257421,forest,0.07983248291165612,0.26684307827117615,0.041855672186133105,0.07231694545236275,0.32910290693136307,0.30036146604746544,0.1918461125991789
62,81.9,1.88999999,0.0199,0.0054,0.8,27.1356783919598,0.89257421,forest,0.06579308366333847,0.2714383969666957,0.036306928794828754,0.06399068620659912,0.32449371682715594,0.2822195033545177,0.16348138273472199
63,81.9,1.88999999,0.0199,0.0054,1.0,27.1356783919598,0.89257421,forest,0.05509890488722486,0.279866462938375,0.032369436117714846,0.05826825049908717,0.3248322288931602,0.27050199186211227,0.14196487032326469
64,81.9,1.88999999,0.0199,0.0054,0.4,27.1356783919598,0.74212736,forest,0.09945279472976774,0.2641408981666974,0.04984150690240995,0.08450412898871296,0.33926354645218504,0.32877487423025886,0.23214972914885554
65,81.9,1.88999999,0.0199,0.0054,0.6,27.1356783919598,0.74212736,forest,0.08522429777920267,0.2662146765708266,0.04407585349418703,0.07578697597549781,0.33293541904911456,0.30995248101742656,0.20362404246106638
66,81.9,1.88999999,0.0199,0.0054,0.8,27.1356783919598,0.74212736,forest,0.07257369502135268,0.2700455264703748,0.039070931896121076,0.06829565604816808,0.32885721413113894,0.2940725308630664,0.1783004213042141
67,81.9,1.88999999,0.0199,0.0054,1.0,27.1356783919598,0.74212736,forest,0.06282628150722593,0.27710892056010983,0.03546505055796499,0.06306009508834672,0.32891967685442564,0.28360589821011,0.15886817701341396
68,81.9,1.88999999,0.0199,0.0054,0.4,27.1356783919598,1.42669978,forest,0.06307433052495263,0.20948898812383418,0.03322516422338943,0.057186494097236924,0.25213957830145806,0.22830211543373957,0.148654263828109
69,81.9,1.88999999,0.0199,0.0054,0.6,27.1356783919598,1.42669978,forest,0.04989955509188121,0.22307361958029429,0.028384573303055455,0.05014418703305006,0.25487182045369144,0.21421728991026776,0.12187567378067284
70,81.9,1.88999999,0.0199,0.0054,0.8,27.1356783919598,1.42669978,forest,0.03850645002735976,0.2389861982917126,0.02440116052394926,0.044496576814548515,0.26071660419102527,0.20397255237885697,0.09885262552094524
71,81.9,1.88999999,0.0199,0.0054,1.0,27.1356783919598,1.42669978,forest,0.030391744207521568,0.2591821676208817,0.021994451098624055,0.041415727227520176,0.27228742996589034,0.20079311045862008,0.08273956185236571
72,81.9,1.88999999,0.0199,0.0054,0.4,27.1356783919598,1.23237228,forest,0.064927075355083,0.2071970004338845,0.03394605844234775,0.058301187681869995,0.2521321477335366,0.23144705978980162,0.15286916522285499
73,81.9,1.88999999,0.0199,0.0054,0.6,27.1356783919598,1.23237228,forest,0.05251072783082168,0.2193578488719256,0.02938517341957534,0.05168237190707802,0.25447778520229847,0.21848427485492738,0.12781761317913085
74,81.9,1.88999999,0.0199,0.0054,0.8,27.1356783919598,1.23237228,forest,0.041716584391835475,0.23358313726408586,0.025604785299630912,0.04633084111001635,0.25957131232384045,0.20893353828277433,0.10616049446962106
75,81.9,1.88999999,0.0199,0.0054,1.0,27.1356783919598,1.23237228,forest,0.03390778400465882,0.2516066888555015,0.023260704148876554,0.043312389036791264,0.26972105271563585,0.20566007794565494,0.09074847671221485
76,81.9,1.88999999,0.0199,0.0054,0.4,27.1356783919598,1.05526548,forest,0.06699817290455427,0.20490673800449363,0.0347470635416592,0.05952971928664581,0.25214120446268257,0.2347100297153947,0.15748487585528118
77,81.9,1.88999999,0.0199,0.0054,0.6,27.1356783919598,1.05526548,forest,0.05544591465348547,0.2156549088780975,0.030504461196598436,0.05338822389871904,0.25412350725814487,0.22293970651084333,0.13435735910933772
78,81.9,1.88999999,0.0199,0.0054,0.8,27.1356783919598,1.05526548,forest,0.04535240553453432,0.2282135868641581,0.026963881367360765,0.04838476449318616,0.25850506594196776,0.21416463611548237,0.11425948869528682
79,81.9,1.88999999,0.0199,0.0054,1.0,27.1356783919598,1.05526548,forest,0.03794290133191388,0.24410309856333484,0.024715940851916727,0.045475495572112945,0.2673007019889259,0.21089930859613115,0.09973615811031492
80,81.9,1.88999999,0.0199,0.0054,0.4,27.1356783919598,0.89257421,forest,0.06929655505701747,0.2026299447124081,0.03563208739295508,0.06087446717539564,0.2521724033716152,0.2380812869713565,0.16250143449679805
81,81.9,1.88999999,0.0199,0.0054,0.6,27.1356783919598,0.89257421,forest,0.0587173409113454,0.21198172358494838,0.031747186056689324,0.05526611348164867,0.25381733613080965,0.22756895757835047,0.14149548812129084
82,81.9,1.88999999,0.0199,0.0054,0.8,27.1356783919598,0.89257421,forest,0.049429734807528145,0.22289848954606278,0.028484769515003398,0.05066443532523246,0.2575266881640898,0.21964604545646527,0.12315191362848081
83,81.9,1.88999999,0.0199,0.0054,1.0,27.1356783919598,0.89257421,forest,0.04251933021852096,0.23669480690538344,0.026366598077094905,0.047913426776999515,0.26503348896055956,0.21648647940553484,0.10970710935071008
84,81.9,1.88999999,0.0199,0.0054,0.4,27.1356783919598,0.74212736,forest,0.07182887338905192,0.20037627624878387,0.03660333192896928,0.062338739124035605,0.2522294994358793,0.24154910890226838,0.1679170103195931
85,81.9,1.88999999,0.0199,0.0054,0.6,27.1356783919598,0.74212736,forest,0.062336436024955866,0.20835147046892408,0.033118182040009936,0.057321384833337846,0.2535645046678923,0.23235545016340986,0.1492304451320925
86,81.9,1.88999999,0.0199,0.0054,0.8,27.1356783919598,0.74212736,forest,0.05396526461233263,0.21765447245540387,0.030172881989090166,0.05317574838991483,0.2566415614920962,0.22535628149351788,0.13283702421302393
87,81.9,1.88999999,0.0199,0.0054,1.0,27.1356783919598,0.74212736,forest,0.04765719055082802,0.22940029315434604,0.028221764395054465,0.050634133321380864,0.26292374585670164,0.22239395359483954,0.12066322335017424
88,76.43,1.88999999,0.0219,0.0065,0.4,29.680365296803647,1.42669978,forest,0.08667931422296288,0.2618430414572365,0.04449586593318569,0.07663315235319007,0.3235663363837345,0.29739052101474805,0.20014950266620565
89,76.43,1.88999999,0.0219,0.0065,0.6,29.680365296803647,1.42669978,forest,0.06704151261619984,0.2643047872044137,0.036527127315531316,0.06475175395991807,0.31151332065911014,0.26547069518816263,0.15786248041007536
90,76.43,1.88999999,0.0219,0.0065,0.8,29.680365296803647,1.42669978,forest,0.04991012851542613,0.269983286027631,0.029765152371386785,0.054829229932612654,0.3037283046447193,0.23895773745115528,0.12090333199380114
91,76.43,1.88999999,0.0219,0.0065,1.0,29.680365296803647,1.42669978,forest,0.037390758076933234,0.2815802353294674,0.02522344524240571,0.04851018577027331,0.3037962213870571,0.22239258904847725,0.0937481503021393
92,76.43,1.88999999,0.0219,0.0065,0.4,29.680365296803647,1.23237228,forest,0.08941459606169484,0.26191845760221866,0.04563954772466206,0.07843784485837016,0.3267872857241488,0.3039075583257897,0.20660989052107917
93,76.43,1.88999999,0.0219,0.0065,0.6,29.680365296803647,1.23237228,forest,0.07090796506901548,0.26402040753361117,0.03812936428575263,0.06727038761283105,0.3157943305007596,0.2745983600157423,0.1670153644387908
94,76.43,1.88999999,0.0219,0.0065,0.8,29.680365296803647,1.23237228,forest,0.05468325306875357,0.2689616228223363,0.03171831561538376,0.0578823628479735,0.3085467231892529,0.2500806926646481,0.13223814604162407
95,76.43,1.88999999,0.0219,0.0065,1.0,29.680365296803647,1.23237228,forest,0.04265699806310554,0.27912678045203,0.027329377182566384,0.05176843205589757,0.30818949801785905,0.23437873064184167,0.10632479446334932
96,76.43,1.88999999,0.0219,0.0065,0.4,29.680365296803647,1.05526548,forest,0.09247574652772672,0.2620092623093422,0.046915977889482284,0.08043411923677946,0.3300408764780576,0.3107018816659092,0.2137160532801698
97,76.43,1.88999999,0.0219,0.0065,0.6,29.680365296803647,1.05526548,forest,0.07525734788913634,0.26377605836738294,0.039928158858561075,0.07007255650984015,0.320150685843293,0.28415982966317554,0.17713088046852962
98,76.43,1.88999999,0.0219,0.0065,0.8,29.680365296803647,1.05526548,forest,0.06009060463570028,0.2680203810678841,0.03392850246324018,0.06130748105487,0.3135079194704873,0.2618105196272165,0.1448468563480252
99,76.43,1.88999999,0.0219,0.0065,1.0,29.680365296803647,1.05526548,forest,0.048698744384273004,0.2768231427627709,0.029747856754749183,0.05548016574598805,0.31284006221370775,0.24717551588135822,0.12047660504761466
100,76.43,1.88999999,0.0219,0.0065,0.4,29.680365296803647,0.89257421,forest,0.09587444189850826,0.2621215243098748,0.04832993624446411,0.08262626836095764,0.3333176444995412,0.3177399650163509,0.22146964209083286
101,76.43,1.88999999,0.0219,0.0065,0.6,29.680365296803647,0.89257421,forest,0.08010744149929712,0.26357900121903427,0.04192985136201899,0.07316525545469496,0.32456713594328684,0.29410511342387236,0.18821311844052624
102,76.43,1.88999999,0.0219,0.0065,0.8,29.680365296803647,0.89257421,forest,0.06615700276729355,0.2671670210294585,0.036405626454917295,0.06511439045639525,0.3185902460758287,0.27408239151614444,0.15873709137540037
103,76.43,1.88999999,0.0219,0.0065,1.0,29.680365296803647,0.89257421,forest,0.05554856994602156,0.27467544093477403,0.03249264598014547,0.05965960361024518,0.3177166130632739,0.2607044938055861,0.13621684315714103
104,76.43,1.88999999,0.0219,0.0065,0.4,29.680365296803647,0.74212736,forest,0.09962158550259535,0.26225819227773656,0.04988647297111705,0.08501893040147958,0.33660783441931896,0.32498944941921665,0.22986976786584046
105,76.43,1.88999999,0.0219,0.0065,0.6,29.680365296803647,0.74212736,forest,0.08547570116373257,0.26343357372524623,0.04414326714739857,0.0765549827714004,0.3290278130415741,0.3043866482895366,0.20026201274940686
106,76.43,1.88999999,0.0219,0.0065,0.8,29.680365296803647,0.74212736,forest,0.07290590372593524,0.2664063806677342,0.039160365979702697,0.06931274922815392,0.3237709064722173,0.2868326914595923,0.17391070359980684
107,76.43,1.88999999,0.0219,0.0065,1.0,29.680365296803647,0.74212736,forest,0.06323674629681118,0.27268620832800256,0.03557660574472663,0.06431855303073337,0.32278783191351507,0.2748882236577742,0.15355105797185287
108,76.43,1.88999999,0.0219,0.0065,0.4,29.680365296803647,1.42669978,forest,0.06328593702976895,0.2066213542126878,0.033285144212891575,0.057858166564891116,0.24843984620812112,0.22364174187788166,0.14612378935020878
109,76.43,1.88999999,0.0219,0.0065,0.6,29.680365296803647,1.42669978,forest,0.050215791009751605,0.21881854733641226,0.0284740907746137,0.051148120300247096,0.2494016081157362,0.20732868130499194,0.11812400978542197
110,76.43,1.88999999,0.0219,0.0065,0.8,29.680365296803647,1.42669978,forest,0.0389264221151263,0.23338803005317127,0.024520292075461685,0.04582990663682568,0.25355046938622156,0.19495209621809734,0.09392193126960356
111,76.43,1.88999999,0.0219,0.0065,1.0,29.680365296803647,1.42669978,forest,0.030912776238689266,0.25232238309356964,0.02214270929311899,0.04307262033241071,0.263563779370937,0.18981840838312164,0.07670717977447897
112,76.43,1.88999999,0.0219,0.0065,0.4,29.680365296803647,1.23237228,forest,0.0651290644623379,0.2046559545955794,0.03400235578161907,0.05893717997873918,0.24881385572724854,0.22712234537036846,0.15043415949679623
113,76.43,1.88999999,0.0219,0.0065,0.6,29.680365296803647,1.23237228,forest,0.052812390811891395,0.21558823500281665,0.0294696146866625,0.05263266534276078,0.24957176463753483,0.21209337830405797,0.12420927134884013
114,76.43,1.88999999,0.0219,0.0065,0.8,29.680365296803647,1.23237228,forest,0.042116959694839765,0.22862497702278545,0.025717764048774166,0.04759329631605978,0.2531458577934225,0.20056749394490975,0.10142048463645971
115,76.43,1.88999999,0.0219,0.0065,1.0,29.680365296803647,1.23237228,forest,0.03440416011442402,0.24553289310599485,0.023401283284893427,0.04488063458037741,0.26190182034675746,0.19548685282424574,0.08495394544362972
116,76.43,1.88999999,0.0219,0.0065,0.4,29.680365296803647,1.05526548,forest,0.06718860573989481,0.2026814063583098,0.034800050714666866,0.060124165340754154,0.24920172879925911,0.23075292024175306,0.1551723756724303
117,76.43,1.88999999,0.0219,0.0065,0.6,29.680365296803647,1.05526548,forest,0.05572988930544481,0.21235458469699453,0.03058406034311317,0.05427657769652367,0.24977844492424786,0.21709309409200744,0.13093166246095836
118,76.43,1.88999999,0.0219,0.0065,0.8,29.680365296803647,1.05526548,forest,0.0457287457138436,0.2238732731617392,0.027069586438669305,0.0495645841903017,0.2528151234014705,0.20651264078965254,0.10976111679451542
119,76.43,1.88999999,0.0219,0.0065,1.0,29.680365296803647,1.05526548,forest,0.038410110386482156,0.23878775730535665,0.024847018114633794,0.046940812856421724,0.2603781867762347,0.20159773683416748,0.09424019936166986
120,76.43,1.88999999,0.0219,0.0065,0.4,29.680365296803647,0.89257421,forest,0.06947277531211075,0.20071025932287437,0.03568082257608929,0.06142152579081357,0.24960892231987516,0.2345204984556653,0.16034059902026385
121,76.43,1.88999999,0.0219,0.0065,0.6,29.680365296803647,0.89257421,forest,0.05898053944186847,0.20913469880140234,0.03182059252639534,0.05608431625310721,0.2500288581392,0.22230874680406054,0.13829537903029518
122,76.43,1.88999999,0.0219,0.0065,0.8,29.680365296803647,0.89257421,forest,0.04977886909301452,0.21915503503804631,0.028581710033410153,0.051749815768127115,0.252565887523361,0.21276275420710133,0.11895127158909441
123,76.43,1.88999999,0.0219,0.0065,1.0,29.680365296803647,0.89257421,forest,0.04295183315999403,0.23211141158501472,0.026487739729935136,0.04926097581505243,0.2589990945353696,0.2081212325328249,0.10457746382561892
124,76.43,1.88999999,0.0219,0.0065,0.4,29.680365296803647,0.74212736,forest,0.07198931278263139,0.19875165449761992,0.03664764354972187,0.06283215818907639,0.2500385926061244,0.23841292820198187,0.16593976123714127
125,76.43,1.88999999,0.0219,0.0065,0.6,29.680365296803647,0.74212736,forest,0.06257568045579448,0.20594222385788935,0.033183842143292466,0.05805839355383094,0.2503259639769443,0.22772297968668767,0.1463023901827012
126,76.43,1.88999999,0.0219,0.0065,0.8,29.680365296803647,0.74212736,forest,0.054282124286493004,0.21448658260554418,0.030260416745481734,0.05415401833940677,0.25240146141160835,0.21929487533856332,0.1289943778255374
127,76.43,1.88999999,0.0219,0.0065,1.0,29.680365296803647,0.74212736,forest,0.04805037394317156,0.22552237797497757,0.028330803942568126,0.05184851409407369,0.25776645710598006,0.21502883090577235,0.11597245149132313
128,83.8,1.88999999,0.0195,0.0079,0.4,40.512820512820525,1.42669978,forest,0.08639395024660278,0.265735587593805,0.04441779102186251,0.07571371696942512,0.32647478635049443,0.2982501837454593,0.20066527376062823
129,83.8,1.88999999,0.0195,0.0079,0.6,40.512820512820525,1.42669978,forest,0.06661572381901396,0.27005747644561817,0.03641073308441691,0.063379530323559,0.31579218704935297,0.26673507026980653,0.15862389526843623
130,83.8,1.88999999,0.0195,0.0079,0.8,40.512820512820525,1.42669978,forest,0.049346535994094345,0.2775143441606804,0.029610221246616993,0.053009434033376004,0.3092981411574102,0.2406025364658651,0.12189913317591776
