,cab,chp,cm,cw,fcov,fmc,lai,landcover,band_0_blue,band_1_green,band_2_red,band_3_nir
38,83.08,1.88999999,0.0192,0.004,0.8,20.833333333333336,0.89257421,forest,0.03138004518542634,0.048907790054682765,0.05088959882741565,0.21310836964018623
39,83.08,1.88999999,0.0192,0.004,1.0,20.833333333333336,0.89257421,forest,0.028857297278877037,0.045599665836944046,0.04367133299280117,0.2274216872779954
40,83.08,1.88999999,0.0192,0.004,0.4,20.833333333333336,0.74212736,forest,0.04080285945424466,0.06188398967079633,0.0742123238574212,0.1889544054089243
41,83.08,1.88999999,0.0192,0.004,0.6,20.833333333333336,0.74212736,forest,0.0367658919258504,0.05632767498243727,0.0643314688115291,0.19759030618881476
42,83.08,1.88999999,0.0192,0.004,0.8,20.833333333333336,0.74212736,forest,0.03333363664127005,0.0516558851149862,0.05561012522854179,0.2074849887706718
43,83.08,1.88999999,0.0192,0.004,1.0,20.833333333333336,0.74212736,forest,0.031013358404029148,0.04861161005225047,0.0490224294237238,0.21969562291109335
44,83.08,1.88999999,0.0192,0.004,0.4,20.833333333333336,0.60221019,forest,0.04202495918342153,0.06360543603611962,0.07709785185659891,0.18651150590976462
45,83.08,1.88999999,0.0192,0.004,0.6,20.833333333333336,0.60221019,forest,0.03850074847703329,0.05876467043565328,0.06847048742883942,0.19369750664136176
46,83.08,1.88999999,0.0192,0.004,0.8,20.833333333333336,0.60221019,forest,0.035487551079140464,0.054670473461365166,0.060822833000030316,0.20192517081368064
47,83.08,1.88999999,0.0192,0.004,1.0,20.833333333333336,0.60221019,forest,0.0334144530357201,0.051949686959060035,0.05497865800637821,0.21206936239655916
48,81.9,1.88999999,0.0199,0.0054,0.4,27.1356783919598,1.42669978,forest,0.04951799489471658,0.0753365925988601,0.08935150363856165,0.2491425695709787
49,81.9,1.88999999,0.0199,0.0054,0.6,27.1356783919598,1.42669978,forest,0.04038290432657221,0.06238015034022343,0.06885962179593336,0.2541133300815619
50,81.9,1.88999999,0.0199,0.0054,0.8,27.1356783919598,1.42669978,forest,0.032599315715440565,0.051411740940358414,0.05096138568588676,0.26209443312721675
51,81.9,1.88999999,0.0199,0.0054,1.0,27.1356783919598,1.42669978,forest,0.02730172751143128,0.044101268451847815,0.03783587926254644,0.2756140693041331
52,81.9,1.88999999,0.0199,0.0054,0.4,27.1356783919598,1.23237228,forest,0.050825182025113415,0.07725283948237183,0.09220009363290597,0.2486808131381743
53,81.9,1.88999999,0.0199,0.0054,0.6,27.1356783919598,1.23237228,forest,0.042216749338206114,0.06506452805071977,0.0728875612266577,0.2530519784683526
54,81.9,1.88999999,0.0199,0.0054,0.8,27.1356783919598,1.23237228,forest,0.03483867665464263,0.054683397988196616,0.055936471883845124,0.2600829485635415
55,81.9,1.88999999,0.0199,0.0054,1.0,27.1356783919598,1.23237228,forest,0.029724414179187777,0.04762738668949903,0.04333010540664981,0.2720074883942508
56,81.9,1.88999999,0.0199,0.0054,0.4,27.1356783919598,1.05526548,forest,0.05228408968445125,0.07938015445497247,0.09538852089397504,0.2482310516828462
57,81.9,1.88999999,0.0199,0.0054,0.6,27.1356783919598,1.05526548,forest,0.04427497078460062,0.0680608446325176,0.07741944901084381,0.2520232138961934
58,81.9,1.88999999,0.0199,0.0054,0.8,27.1356783919598,1.05526548,forest,0.037372344315421295,0.05836463374019143,0.06157351546839559,0.25813904835415846
59,81.9,1.88999999,0.0199,0.0054,1.0,27.1356783919598,1.05526548,forest,0.03250561872665939,0.051653849713373876,0.04963409654690362,0.2685304399779326
60,81.9,1.88999999,0.0199,0.0054,0.4,27.1356783919598,0.89257421,forest,0.05390059318887262,0.0817240839063053,0.09892933824580032,0.24780040590614963
61,81.9,1.88999999,0.0199,0.0054,0.6,27.1356783919598,0.89257421,forest,0.046566272987821254,0.07137889421789707,0.08247432348364485,0.25103726308405644
62,81.9,1.88999999,0.0199,0.0054,0.8,27.1356783919598,0.89257421,forest,0.04021205404971685,0.062468573998740555,0.06789885272343986,0.25627481325438756
63,81.9,1.88999999,0.0199,0.0054,1.0,27.1356783919598,0.89257421,forest,0.03566067698312839,0.05619773982809708,0.05678205295996539,0.26519379695186124
64,81.9,1.88999999,0.0199,0.0054,0.4,27.1356783919598,0.74212736,forest,0.05567975825683581,0.08429039228096379,0.1028339561865446,0.24739422820176046
65,81.9,1.88999999,0.0199,0.0054,0.6,27.1356783919598,0.74212736,forest,0.04909878419478783,0.07502706219476783,0.0880698714402454,0.2501009500726844
66,81.9,1.88999999,0.0199,0.0054,0.8,27.1356783919598,0.74212736,forest,0.04336886130596145,0.06700700836559777,0.0749371762400733,0.25449775951105164
67,81.9,1.88999999,0.0199,0.0054,1.0,27.1356783919598,0.74212736,forest,0.039204177256884847,0.06127482577053294,0.06480579444398402,0.26200453904675636
68,81.9,1.88999999,0.0199,0.0054,0.4,27.1356783919598,1.42669978,forest,0.03693455401429101,0.0564439168721516,0.06514486619114856,0.19779910257199895
69,81.9,1.88999999,0.0199,0.0054,0.6,27.1356783919598,1.42669978,forest,0.031337920530949186,0.04872333684604518,0.05144918305587457,0.21186333453528705
70,81.9,1.88999999,0.0199,0.0054,0.8,27.1356783919598,1.42669978,forest,0.026700703790402704,0.04241535907522386,0.03959588538489251,0.22814184529514006
71,81.9,1.88999999,0.0199,0.0054,1.0,27.1356783919598,1.42669978,forest,0.023828853889810507,0.03870623356850931,0.03113300245798552,0.2484942490998563
72,81.9,1.88999999,0.0199,0.0054,0.4,27.1356783919598,1.23237228,forest,0.037762875282859036,0.05763274959819119,0.06706989364311912,0.19544728932606506
73,81.9,1.88999999,0.0199,0.0054,0.6,27.1356783919598,1.23237228,forest,0.03248983683290939,0.05037191789221132,0.054162838018290464,0.20807347118524225
74,81.9,1.88999999,0.0199,0.0054,0.8,27.1356783919598,1.23237228,forest,0.028090584636041745,0.04439514048541558,0.042933380602494416,0.2226651423144366
75,81.9,1.88999999,0.0199,0.0054,1.0,27.1356783919598,1.23237228,forest,0.02529915950265716,0.04078128531376994,0.03479090899906629,0.24087307376478867
76,81.9,1.88999999,0.0199,0.0054,0.4,27.1356783919598,1.05526548,forest,0.03868415504330353,0.058947426009556665,0.06922190805778156,0.19308194460526015
77,81.9,1.88999999,0.0199,0.0054,0.6,27.1356783919598,1.05526548,forest,0.033779266241159706,0.05220589263330288,0.05721341351464919,0.20427272262711232
78,81.9,1.88999999,0.0199,0.0054,0.8,27.1356783919598,1.05526548,forest,0.029660322570380065,0.046617463233029406,0.0467131702187034,0.21718874477599734
79,81.9,1.88999999,0.0199,0.0054,1.0,27.1356783919598,1.05526548,forest,0.0269876390815058,0.043151362339781944,0.038988439605815495,0.2332789809910395
80,81.9,1.88999999,0.0199,0.0054,0.4,27.1356783919598,0.89257421,forest,0.039701987676732685,0.060391107156374975,0.07160985856986782,0.1907160871186561
81,81.9,1.88999999,0.0199,0.0054,0.6,27.1356783919598,0.89257421,forest,0.03521135873460113,0.05423060442525554,0.060613112764620836,0.2004795557002395
82,81.9,1.88999999,0.0199,0.0054,0.8,27.1356783919598,0.89257421,forest,0.03141679908220534,0.04909036930695207,0.050951882390552004,0.21173584789783279
83,81.9,1.88999999,0.0199,0.0054,1.0,27.1356783919598,0.89257421,forest,0.028902995689595153,0.04582644464477928,0.04374860218330086,0.22573891180458142
84,81.9,1.88999999,0.0199,0.0054,0.4,27.1356783919598,0.74212736,forest,0.04081930520524227,0.061967031446535904,0.07424096502860085,0.18836017782347372
85,81.9,1.88999999,0.0199,0.0054,0.6,27.1356783919598,0.74212736,forest,0.036791081219301254,0.056451904211456135,0.06437421633260441,0.19670857969000133
86,81.9,1.88999999,0.0199,0.0054,0.8,27.1356783919598,0.74212736,forest,0.03336668340764677,0.05182079102066875,0.055666769442150814,0.20632454446572995
87,81.9,1.88999999,0.0199,0.0054,1.0,27.1356783919598,0.74212736,forest,0.03105467356693399,0.048816155531163544,0.04909234098257823,0.2182733292706396
88,76.43,1.88999999,0.0219,0.0065,0.4,29.680365296803647,1.42669978,forest,0.0496440919607373,0.07595236187217226,0.08956363222698237,0.2459353747758748
89,76.43,1.88999999,0.0219,0.0065,0.6,29.680365296803647,1.42669978,forest,0.040571935719490644,0.06329956007476262,0.06917571487104344,0.24936899385298067
90,76.43,1.88999999,0.0219,0.0065,0.8,29.680365296803647,1.42669978,forest,0.032850359164147996,0.052630877257264536,0.05137987161835274,0.2558759138721338
91,76.43,1.88999999,0.0219,0.0065,1.0,29.680365296803647,1.42669978,forest,0.02761380907094123,0.04561243829630249,0.03835335001968586,0.2680379095049205
92,76.43,1.88999999,0.0219,0.0065,0.4,29.680365296803647,1.23237228,forest,0.05094524419022001,0.07783891508886613,0.09240321514517617,0.24581213121423123
93,76.43,1.88999999,0.0219,0.0065,0.6,29.680365296803647,1.23237228,forest,0.04239640581413238,0.0659391683038138,0.0731905715597877,0.24880893710812393
94,76.43,1.88999999,0.0219,0.0065,0.8,29.680365296803647,1.23237228,forest,0.035077314581161756,0.05584277378714757,0.056337343831812416,0.25452278579708587
95,76.43,1.88999999,0.0219,0.0065,1.0,29.680365296803647,1.23237228,forest,0.030021034314983257,0.049064246707735064,0.043825574556654735,0.2652357409217582
96,76.43,1.88999999,0.0219,0.0065,0.4,29.680365296803647,1.05526548,forest,0.05239703517916357,0.0799308151941169,0.09558094385491764,0.24569667288352126
97,76.43,1.88999999,0.0219,0.0065,0.6,29.680365296803647,1.05526548,forest,0.044443635971419336,0.06888282413157033,0.07770637898149313,0.24827527580033534
98,76.43,1.88999999,0.0219,0.0065,0.8,29.680365296803647,1.05526548,forest,0.03759636167884702,0.05945369642406168,0.06195307526627972,0.25322874088818437
99,76.43,1.88999999,0.0219,0.0065,1.0,29.680365296803647,1.05526548,forest,0.03278407677974393,0.053002992238763924,0.050102861808610684,0.2625512264500453
100,76.43,1.88999999,0.0219,0.0065,0.4,29.680365296803647,0.89257421,forest,0.05400498097433494,0.0822334086103903,0.09910884862810738,0.24559575892085878
101,76.43,1.88999999,0.0219,0.0065,0.6,29.680365296803647,0.89257421,forest,0.04672212624798667,0.07213909986456613,0.08274165426504908,0.2477773021166854
102,76.43,1.88999999,0.0219,0.0065,0.8,29.680365296803647,0.89257421,forest,0.04041910442207529,0.0634754618542606,0.06825265086008624,0.2520039930788472
103,76.43,1.88999999,0.0219,0.0065,1.0,29.680365296803647,0.89257421,forest,0.03591803020694053,0.0574445643170808,0.05721877872494326,0.25999434911097946
104,76.43,1.88999999,0.0219,0.0065,0.4,29.680365296803647,0.74212736,forest,0.05577440543085669,0.08475210863540401,0.10299816524364573,0.24551382694699553
105,76.43,1.88999999,0.0219,0.0065,0.6,29.680365296803647,0.74212736,forest,0.04924033251349845,0.07571570143345441,0.08831444489561174,0.247320736825162
106,76.43,1.88999999,0.0219,0.0065,0.8,29.680365296803647,0.74212736,forest,0.04355656893916477,0.06791934300290856,0.07526024725191677,0.2508559633148575
107,76.43,1.88999999,0.0219,0.0065,1.0,29.680365296803647,0.74212736,forest,0.039437326092469915,0.06240398277232369,0.06520453929695168,0.2575711060088833
108,76.43,1.88999999,0.0219,0.0065,0.4,29.680365296803647,1.42669978,forest,0.037059048306882836,0.05704424844980574,0.0653499507052711,0.1949194189821097
109,76.43,1.88999999,0.0219,0.0065,0.6,29.680365296803647,1.42669978,forest,0.03152388784791082,0.04962086142727058,0.05175555075299694,0.20758731972262873
110,76.43,1.88999999,0.0219,0.0065,0.8,29.680365296803647,1.42669978,forest,0.026948141822609347,0.04360761013272099,0.04000256350710796,0.22251093721227666
111,76.43,1.88999999,0.0219,0.0065,1.0,29.680365296803647,1.42669978,forest,0.024137027377892063,0.04018787892032933,0.03163746222810238,0.24158480831364473
112,76.43,1.88999999,0.0219,0.0065,0.4,29.680365296803647,1.23237228,forest,0.037880843767391106,0.05820192406262815,0.06726560596408025,0.19289225946005775
113,76.43,1.88999999,0.0219,0.0065,0.6,29.680365296803647,1.23237228,forest,0.03266631707881656,0.051222335074524686,0.05445516827459363,0.204280529240669
114,76.43,1.88999999,0.0219,0.0065,0.8,29.680365296803647,1.23237228,forest,0.02832533668098201,0.045524666884483,0.04332119060898933,0.21767152489313624
115,76.43,1.88999999,0.0219,0.0065,1.0,29.680365296803647,1.23237228,forest,0.025591472106026865,0.042184568234774344,0.035271514624212866,0.234747594392471
116,76.43,1.88999999,0.0219,0.0065,0.4,29.680365296803647,1.05526548,forest,0.03879470331807304,0.059479895553441235,0.0694064632384097,0.19084185520746721
117,76.43,1.88999999,0.0219,0.0065,0.6,29.680365296803647,1.05526548,forest,0.03394462994158953,0.05300163217594281,0.057488580505371215,0.20094790864458964
118,76.43,1.88999999,0.0219,0.0065,0.8,29.680365296803647,1.05526548,forest,0.029880152802397763,0.04767421055663986,0.047077897085557395,0.21281229570275947
119,76.43,1.88999999,0.0219,0.0065,1.0,29.680365296803647,1.05526548,forest,0.027261029582359257,0.044463669321522355,0.039440854328621044,0.2279122916499312
120,76.43,1.88999999,0.0219,0.0065,0.4,29.680365296803647,0.89257421,forest,0.03980390369757476,0.06088140448844992,0.07178075659228167,0.18878155042847833
121,76.43,1.88999999,0.0219,0.0065,0.6,29.680365296803647,0.89257421,forest,0.03536380601800662,0.05496375938614896,0.0608682532823729,0.19760822237464873
122,76.43,1.88999999,0.0219,0.0065,0.8,29.680365296803647,0.89257421,forest,0.031619322637165125,0.050063363658966575,0.0512902215945835,0.2079569433134424
123,76.43,1.88999999,0.0219,0.0065,1.0,29.680365296803647,0.89257421,forest,0.029155159785170623,0.04703451350125338,0.044167602533409685,0.22110622060028148
124,76.43,1.88999999,0.0219,0.0065,0.4,29.680365296803647,0.74212736,forest,0.04091144411123445,0.06240972752160519,0.07439661267599836,0.18672127198419158
125,76.43,1.88999999,0.0219,0.0065,0.6,29.680365296803647,0.74212736,forest,0.03692850577205796,0.05711315064772906,0.06460611736070226,0.1942764122964004
126,76.43,1.88999999,0.0219,0.0065,0.8,29.680365296803647,0.74212736,forest,0.033549536915927824,0.05269847813080325,0.05597393144615159,0.2031239752613493
127,76.43,1.88999999,0.0219,0.0065,1.0,29.680365296803647,0.74212736,forest,0.03128208551091919,0.049905853981495454,0.04947314245899156,0.2143501478829538
128,83.8,1.88999999,0.0195,0.0079,0.4,40.512820512820525,1.42669978,forest,0.049479339008378934,0.07513275171928671,0.08928592572879059,0.24980869090260582
129,83.8,1.88999999,0.0195,0.0079,0.6,40.512820512820525,1.42669978,forest,0.04032557503661162,0.06207590646131643,0.06876152699554726,0.2550987558460626
130,83.8,1.88999999,0.0195,0.0079,0.8,40.512820512820525,1.42669978,forest,0.032523011770614355,0.05100820830712841,0.0508318443327518,0.2633858076539892
131,83.8,1.88999999,0.0195,0.0079,1.0,40.512820512820525,1.42669978,forest,0.02720678008637134,0.04360069966359823,0.037675399156984465,0.27718750043996726
132,83.8,1.88999999,0.0195,0.0079,0.4,40.512820512820525,1.23237228,forest,0.05078838780611376,0.07705881457521158,0.09213704674484756,0.24927551630601977
133,83.8,1.88999999,0.0195,0.0079,0.6,40.512820512820525,1.23237228,forest,0.042162065228394295,0.06477489195762097,0.07279370181244396,0.2539313009213135
134,83.8,1.88999999,0.0195,0.0079,0.8,40.512820512820525,1.23237228,forest,0.03476612347403889,0.05429928429745127,0.055812121190482636,0.2612350053612088
135,83.8,1.88999999,0.0195,0.0079,1.0,40.512820512820525,1.23237228,forest,0.029634096142777167,0.047151560913125085,0.043176367287308476,0.2734108132060196
136,83.8,1.88999999,0.0195,0.0079,0.4,40.512820512820525,1.05526548,forest,0.052249882911172205,0.07919775468075907,0.09532869984843596,0.24875517711895925
137,83.8,1.88999999,0.0195,0.0079,0.6,40.512820512820525,1.05526548,forest,0.044223654280285705,0.06778884305120923,0.0773305543965969,0.2527983857145264
138,83.8,1.88999999,0.0195,0.0079,0.8,40.512820512820525,1.05526548,forest,0.03730407198508751,0.05800372765825615,0.061455968118924405,0.2591546370421997
139,83.8,1.88999999,0.0195,0.0079,1.0,40.512820512820525,1.05526548,forest,0.032420971225387306,0.051206921664433344,0.049488822967188276,0.26976706703013476
140,83.8,1.88999999,0.0195,0.0079,0.4,40.512820512820525,0.89257421,forest,0.05386869296206875,0.08155524779921608,0.09887355450992912,0.24825549106696196
141,83.8,1.88999999,0.0195,0.0079,0.6,40.512820512820525,0.89257421,forest,0.0465189443764515,0.07112721920058684,0.082391266962298,0.2517101434793165
142,83.8,1.88999999,0.0195,0.0079,0.8,40.512820512820525,0.89257421,forest,0.04014891817186263,0.06213486599139478,0.06778921813975193,0.2571564900008819
143,83.8,1.88999999,0.0195,0.0079,1.0,40.512820512820525,0.89257421,forest,0.03558248257259287,0.05578433720735642,0.056646779798550116,0.26626704013772706
144,83.8,1.88999999,0.0195,0.0079,0.4,40.512820512820525,0.74212736,forest,0.055650953462379485,0.08413715824754865,0.1027830269822027,0.24778161735522464
145,83.8,1.88999999,0.0195,0.0079,0.6,40.512820512820525,0.74212736,forest,0.04905601170836323,0.07479861351479103,0.08799413980834167,0.2506737521811405
146,83.8,1.88999999,0.0195,0.0079,0.8,40.512820512820525,0.74212736,forest,0.04331193810075308,0.06670458868180215,0.07483689322371775,0.2552482833615463
147,83.8,1.88999999,0.0195,0.0079,1.0,40.512820512820525,0.74212736,forest,0.03913352327408789,0.060900057771495736,0.06468208512504685,0.2629180626639637
148,83.8,1.88999999,0.0195,0.0079,0.4,40.512820512820525,1.42669978,forest,0.03689684139847268,0.05624488463708693,0.0650811161298039,0.1983967018496244
149,83.8,1.88999999,0.0195,0.0079,0.6,40.512820512820525,1.42669978,forest,0.03128126182546278,0.0484261129690007,0.05135406626707276,0.21275070053544196
150,83.8,1.88999999,0.0195,0.0079,0.8,40.512820512820525,1.42669978,forest,0.026625178001615034,0.042020497139979844,0.039469942872698914,0.22931019290124183
151,83.8,1.88999999,0.0195,0.0079,1.0,40.512820512820525,1.42669978,forest,0.023735176861458474,0.038215511840866336,0.03097680887562863,0.2499280815201158
152,83.8,1.88999999,0.0195,0.0079,0.4,40.512820512820525,1.23237228,forest,0.03772712203706172,0.05744407212450267,0.06700905376027037,0.195976240992239
153,83.8,1.88999999,0.0195,0.0079,0.6,40.512820512820525,1.23237228,forest,0.03243601700915255,0.050090009299205866,0.054072209354691196,0.2088588675168013
154,83.8,1.88999999,0.0195,0.0079,0.8,40.512820512820525,1.23237228,forest,0.02801921204199378,0.04402086408603186,0.04281338124247205,0.2236991406135594
155,83.8,1.88999999,0.0195,0.0079,1.0,40.512820512820525,1.23237228,forest,0.02521043728695555,0.04031648283485033,0.034642074876634205,0.2421414412802782
156,83.8,1.88999999,0.0195,0.0079,0.4,40.512820512820525,1.05526548,forest,0.038650728812990656,0.058770880151215114,0.06916496857789946,0.19354475923492875
157,83.8,1.88999999,0.0195,0.0079,0.6,40.512820512820525,1.05526548,forest,0.03372894161608884,0.05194187383050194,0.057127991430173844,0.20495975303113537
158,83.8,1.88999999,0.0195,0.0079,0.8,40.512820512820525,1.05526548,forest,0.029593378688599233,0.04626727593390265,0.04659998905398422,0.21809309172907193
159,83.8,1.88999999,0.0195,0.0079,1.0,40.512820512820525,1.05526548,forest,0.026904289016736315,0.04271637150541936,0.03884829975831509,0.2343881946993276
160,83.8,1.88999999,0.0195,0.0079,0.4,40.512820512820525,0.89257421,forest,0.03967103923865492,0.060228433083042064,0.0715567600257183,0.19111528140715303
161,83.8,1.88999999,0.0195,0.0079,0.6,40.512820512820525,0.89257421,forest,0.03516513712546833,0.05398791821618691,0.0605338501903522,0.2010717974731026
162,83.8,1.88999999,0.0195,0.0079,0.8,40.512820512820525,0.89257421,forest,0.031355250013439195,0.04876783677137362,0.050847071981752576,0.21251534667299468
163,83.8,1.88999999,0.0195,0.0079,1.0,40.512820512820525,0.89257421,forest,0.02882632013108405,0.04542595432350134,0.043618680067158695,0.22669456140960678
164,83.8,1.88999999,0.0195,0.0079,0.4,40.512820512820525,0.74212736,forest,0.040791437044462704,0.06182025175484715,0.07419280231039979,0.18869787121068335
165,83.8,1.88999999,0.0195,0.0079,0.6,40.512820512820525,0.74212736,forest,0.03674905609954028,0.05623251020340959,0.06430215806811314,0.19720946872149867
166,83.8,1.88999999,0.0195,0.0079,0.8,40.512820512820525,0.74212736,forest,0.0333111550557277,0.051529782640867834,0.05557148108139793,0.20698374047397333
167,83.8,1.88999999,0.0195,0.0079,1.0,40.512820512820525,0.74212736,forest,0.030985352543210574,0.04845481841978738,0.04897441116267842,0.2190812963883885
168,94.25,1.88999999,0.0185,0.0078,0.4,42.162162162162154,1.42669978,forest,0.049311294421131385,0.07413603831610181,0.08899117369710402,0.25150775467130215
169,94.25,1.88999999,0.0185,0.0078,0.6,42.162162162162154,1.42669978,forest,0.040074215601258484,0.0605874425231892,0.0683221424284319,0.2576119245280178
170,94.25,1.88999999,0.0185,0.0078,0.8,42.162162162162154,1.42669978,forest,0.032189045102932766,0.04903469738933014,0.05024999644703041,0.2666794496090455
171,94.25,1.88999999,0.0185,0.0078,1.0,42.162162162162154,1.42669978,forest,0.026791807942123082,0.041153772877747775,0.036956263078710916,0.28119996421955723
172,94.25,1.88999999,0.0185,0.0078,0.4,42.162162162162154,1.23237228,forest,0.05062867992230077,0.07610965252727132,0.09185445520188906,0.2507898658691004
173,94.25,1.88999999,0.0185,0.0078,0.6,42.162162162162154,1.23237228,forest,0.04192298072222375,0.06335772595519663,0.07237229290671791,0.2561709242548382
174,94.25,1.88999999,0.0185,0.0078,0.8,42.162162162162154,1.23237228,forest,0.034448748470764325,0.05242087697737601,0.05525472264171548,0.2641697085139172
175,94.25,1.88999999,0.0185,0.0078,1.0,42.162162162162154,1.23237228,forest,0.029239587597497854,0.04482353983604318,0.0424875298879634,0.2769847332192117
